cd_ibge,estrato,classf,id_familia,id_pessoa,cod_sexo_pessoa,idade,cod_parentesco_rf_pessoa,cod_raca_cor_pessoa,cod_local_nascimento_pessoa,cod_certidao_registrada_pessoa,cod_deficiencia_memb,cod_sabe_ler_escrever_memb,ind_frequenta_escola_memb,cod_escola_local_memb,cod_curso_frequenta_memb,cod_ano_serie_frequenta_memb,cod_curso_frequentou_pessoa_memb,cod_ano_serie_frequentou_memb,cod_concluiu_frequentou_memb,cod_trabalhou_memb,cod_afastado_trab_memb,cod_agricultura_trab_memb,cod_principal_trab_memb,val_remuner_emprego_memb,cod_trabalho_12_meses_memb,qtd_meses_12_meses_memb,val_renda_bruta_12_meses_memb,val_renda_doacao_memb,val_renda_aposent_memb,val_renda_seguro_desemp_memb,val_renda_pensao_alimen_memb,val_outras_rendas_memb,peso.fam,peso.pes
3122306,2,3,2616925,226341,1,6,3,4,1,1,2,2,1,1,5,2,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,1441898,228293,2,56,1,2,2,1,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,954,0,0,0,55033726977374,563310487945289
3122306,2,3,2617168,228803,2,25,1,4,1,1,2,1,3,,,,5,8,1,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1486188,230317,2,37,1,1,2,1,2,1,3,,,,8,3,1,1,,2,1,160,1,12,1920,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2616186,234150,1,15,3,1,1,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1347390,235033,1,7,3,4,1,1,2,2,1,1,5,3,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,2616307,235613,2,23,3,1,2,1,2,1,1,1,13,,,,,1,,2,4,1626,1,12,19512,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2615755,236254,2,46,1,1,1,1,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2615057,241970,1,5,3,1,1,1,2,1,1,1,4,2,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,2615306,242159,1,7,3,1,1,1,2,2,1,1,5,4,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,1510576,243169,2,37,1,1,1,2,2,1,3,,,,5,6,2,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1478849,245595,2,44,1,1,1,1,2,1,3,,,,5,8,1,2,2,,,0,1,6,8604,0,0,1142,0,0,55033726977374,563310487945289
3122306,2,3,1340839,250061,1,4,10,1,1,1,2,1,2,1,2,,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,1396802,252569,2,54,1,4,2,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2615260,254444,2,24,1,1,1,1,2,1,3,,,,13,,,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2616371,259727,2,8,3,4,2,1,2,2,1,1,5,4,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,2617039,259761,2,43,1,1,1,1,2,1,3,,,,4,3,2,1,,2,1,400,1,12,4800,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1390292,262676,2,26,1,1,2,1,2,1,3,,,,5,8,1,1,,2,1,300,1,12,3600,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1412662,262694,1,11,3,1,1,1,2,1,1,1,5,7,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,1531076,264933,2,47,1,1,1,1,2,1,3,,,,5,6,2,2,2,,,0,1,3,3640,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1502776,265078,2,37,6,1,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2616309,265160,2,51,1,1,2,1,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2616086,265458,1,58,2,1,1,1,2,1,3,,,,5,7,2,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1368571,266475,2,24,1,4,1,1,2,1,3,,,,9,3,2,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2615941,266843,1,37,3,1,1,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2616992,268360,1,27,2,1,2,1,2,1,3,,,,4,4,1,1,,2,1,1000,1,12,12000,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1388899,271591,1,29,2,2,1,1,2,1,3,,,,8,2,2,1,,2,4,968,1,11,11012,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2616611,273769,2,46,1,4,2,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2616690,274065,1,15,3,2,1,1,2,1,1,1,5,9,,,,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2617055,277429,2,15,10,1,1,1,2,1,1,1,5,7,,,,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,1362249,279243,1,55,3,4,1,1,2,1,3,,,,4,4,1,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
3122306,2,3,2616908,280698,2,9,3,1,1,1,2,2,1,1,5,5,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,2616416,283575,1,0,3,1,1,1,2,2,4,,,,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,2615716,284533,2,28,1,1,2,1,2,1,3,,,,8,3,1,2,2,,,0,2,,,0,0,0,300,0,55033726977374,563310487945289
3122306,2,3,1441898,285430,1,3,5,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,0,,0,,55033726977374,563310487945289
3122306,2,3,1359228,286662,1,63,1,1,2,2,1,1,3,,,,4,1,2,2,2,,,0,2,,,0,0,0,0,0,55033726977374,563310487945289
